gemeente,jaar_vkl,incident_count,Bevolking/Bevolkingssamenstelling op 1 januari/Totale bevolking (aantal),Aantal incidenten per 1000 inwoners
Castricum,2017,173,35216,4.912539754656974
Coevorden,2008,247,35993,6.862445475509126
Coevorden,2009,226,35887,6.297545072031655
Coevorden,2010,250,36121,6.921181584120041
Coevorden,2011,130,36067,3.6044029167937452
Coevorden,2012,195,35881,5.4346311418299384
Coevorden,2013,180,35765,5.032853348245492
Coevorden,2014,164,35769,4.584975817048282
Coevorden,2015,192,35535,5.403123680878008
Coevorden,2016,219,35381,6.189762867075549
Coevorden,2017,208,35286,5.894689111829054
Cranendonck,2008,143,20263,7.057197848294922
Cranendonck,2009,98,20272,4.834254143646409
Cranendonck,2010,160,20343,7.865113306788575
Cranendonck,2011,144,20371,7.068872416670757
Cranendonck,2012,128,20432,6.264682850430697
Cranendonck,2013,145,20330,7.132316773241515
Cranendonck,2014,135,20344,6.635863153755407
Cranendonck,2015,136,20542,6.620582221789504
Cranendonck,2016,142,20660,6.873184898354308
Cranendonck,2017,183,20676,8.850841555426582
Cromstrijen,2008,101,12853,7.8580876060063805
Cromstrijen,2009,64,12837,4.985588533146373
Cromstrijen,2010,123,12818,9.595880792635356
Cromstrijen,2011,97,12789,7.584643052623348
Cromstrijen,2012,100,12780,7.82472613458529
Cromstrijen,2013,78,12762,6.11189468735308
Cromstrijen,2014,80,12738,6.280420788192809
Cromstrijen,2015,89,12784,6.961827284105131
Cromstrijen,2016,119,12755,9.3296746373971
Cromstrijen,2017,118,12797,9.220911151051027
Cuijk,2008,93,24226,3.83885082143152
Cuijk,2009,63,24309,2.59163272861903
Cuijk,2010,156,24433,6.384807432570703
Cuijk,2011,144,24580,5.858421480878763
Cuijk,2012,139,24648,5.639402791301525
Cuijk,2013,179,24743,7.2343693165743845
Cuijk,2014,169,24783,6.819190574183916
Cuijk,2015,204,24649,8.276197817355673
Cuijk,2016,205,24608,8.330624187256177
Cuijk,2017,228,24696,9.23226433430515
Culemborg,2008,191,27298,6.99684958605026
Culemborg,2009,112,27414,4.085503757204347
Culemborg,2010,157,27501,5.70888331333406
Culemborg,2011,129,27584,4.676624129930395
Culemborg,2012,126,27632,4.5599305153445275
Culemborg,2013,118,27681,4.262851775586142
Culemborg,2014,145,27590,5.255527364987314
Culemborg,2015,174,27560,6.313497822931786
Culemborg,2016,206,27644,7.45188829402402
Culemborg,2017,174,27864,6.244616709732989
Dalfsen,2008,181,26735,6.7701514868150365
Dalfsen,2009,149,27044,5.509540008874427
Dalfsen,2010,209,27259,7.667192486885066
Dalfsen,2011,174,27313,6.370592758027313
Dalfsen,2012,140,27432,5.10352872557597
Dalfsen,2013,180,27570,6.528835690968444
Dalfsen,2014,152,27674,5.4925200549252
Dalfsen,2015,182,27677,6.575857209957727
Dalfsen,2016,145,27916,5.194153890242156
Dalfsen,2017,140,28070,4.987531172069826
Dantumadiel,2008,85,,
Dantumadiel,2009,91,19367,4.698714307843239
Dantumadiel,2010,46,19283,2.3855209251672456
Dantumadiel,2011,6,19310,0.31071983428275507
Dantumadiel,2012,8,19264,0.4152823920265781
Dantumadiel,2013,21,19130,1.097752221641401
Dantumadiel,2014,11,19030,0.5780346820809249
Dantumadiel,2015,60,19059,3.148118998898158
Dantumadiel,2016,76,19015,3.996844596371286
Dantumadiel,2017,78,18942,4.117833386126069
Delft,2008,360,96168,3.7434489643124533
Delft,2009,311,96517,3.222230280675943
Delft,2010,373,96760,3.8548987184787102
Delft,2011,386,97690,3.9512744395536905
Delft,2012,411,98675,4.1651887509500884
Delft,2013,437,99097,4.409820680747147
Delft,2014,390,100046,3.898206824860564
Delft,2015,520,101030,5.146986043749381
Delft,2016,494,101034,4.889443157748877
Delft,2017,566,101381,5.582900148943096
Delfzijl,2008,211,27314,7.724976202679945
Delfzijl,2009,153,26744,5.720909362847741
Delfzijl,2010,177,26635,6.64539140229022
Delfzijl,2011,165,26567,6.21071253811119
Delfzijl,2012,135,26305,5.132104162706709
Delfzijl,2013,138,26025,5.302593659942364
Delfzijl,2014,117,25698,4.5528834928788235
Delfzijl,2015,125,25409,4.919516706678736
Delfzijl,2016,130,25068,5.185894367320887
Delfzijl,2017,121,24965,4.84678549969958
Deurne,2008,254,31643,8.027051796605884
Deurne,2009,226,31466,7.182355558380475
Deurne,2010,235,31526,7.454164816342067
Deurne,2011,170,31676,5.36683924737972
Deurne,2012,160,31762,5.0374661545242745
Deurne,2013,139,31733,4.38029811237513
Deurne,2014,140,31659,4.422123250892322
Deurne,2015,149,31765,4.690697308358256
Deurne,2016,196,31878,6.148440931049627
Deurne,2017,177,31933,5.542855353396174
Deventer,2008,913,97342,9.379301842986584
Deventer,2009,706,97892,7.212029583622768
Deventer,2010,872,98523,8.850725211371964
Deventer,2011,764,98737,7.737727498303574
Deventer,2012,747,98672,7.570536727744447
Deventer,2013,794,98581,8.054290380499285
Deventer,2014,705,98322,7.170317934948434
Deventer,2015,778,98540,7.895270955956971
Deventer,2016,871,98869,8.80963699440674
Deventer,2017,804,99295,8.097084445339645
Diemen,2008,162,24046,6.737087249438575
Diemen,2009,125,24361,5.131152251549608
Diemen,2010,112,24685,4.537168320842617
Diemen,2011,114,25012,4.557812250119943
Diemen,2012,150,24935,6.0156406657309
Diemen,2013,167,25218,6.622253945594417
Diemen,2014,240,25930,9.255688391824142
Diemen,2015,272,26666,10.200255006375158
Diemen,2016,249,26840,9.277198211624441
Diemen,2017,220,27272,8.066881783514226
Dinkelland,2008,262,26116,10.032164190534537
Dinkelland,2009,149,26066,5.716258727844703
Dinkelland,2010,173,26058,6.639035996622918
Dinkelland,2011,170,26067,6.521655733302643
Dinkelland,2012,143,26073,5.484600928163234
Dinkelland,2013,160,26056,6.140620202640466
Dinkelland,2014,156,25947,6.012255752110071
Dinkelland,2015,149,25928,5.746683122493058
Dinkelland,2016,175,26120,6.699846860643185
Dinkelland,2017,163,26244,6.210943453741808
Doesburg,2008,27,11567,2.3342266793464166
Doesburg,2009,15,11503,1.3040076501782145
Doesburg,2010,39,11600,3.3620689655172415
Doesburg,2011,37,11636,3.1797868683396353
Doesburg,2012,21,11598,1.810657009829281
Doesburg,2013,22,11539,1.9065776930409915
Doesburg,2014,32,11437,2.7979365218151613
Doesburg,2015,35,11355,3.0823425803610744
Doesburg,2016,39,11336,3.4403669724770642
Doesburg,2017,45,11341,3.9679040648972754
Doetinchem,2008,421,56253,7.484045295362026
Doetinchem,2009,367,56136,6.537694171298275
Doetinchem,2010,462,56108,8.234119911599059
Doetinchem,2011,401,56037,7.155986223388118
Doetinchem,2012,395,56252,7.021972552087037
Doetinchem,2013,400,56414,7.090438543623923
Doetinchem,2014,350,56344,6.211841544796251
Doetinchem,2015,343,56484,6.072516110757029
Doetinchem,2016,342,56827,6.018265965122213
Doetinchem,2017,344,57068,6.02789654447326
Dongen,2008,124,25442,4.873830673689175
Dongen,2009,85,25411,3.3450080673723974
Dongen,2010,92,25061,3.6710426559195564
Dongen,2011,81,25101,3.2269630692004303
Dongen,2012,77,25205,3.054949414798651
Dongen,2013,57,25382,2.245685919155307
Dongen,2014,71,25358,2.799905355311933
Dongen,2015,90,25395,3.544004725339634
Dongen,2016,89,25413,3.502144571675914
Dongen,2017,80,25509,3.136148026186836
Dongeradeel,2008,90,24694,3.64461002672714
Dongeradeel,2009,115,24610,4.672897196261682
Dongeradeel,2010,107,24409,4.383628989307223
Dongeradeel,2011,97,24292,3.9930841429277133
Dongeradeel,2012,104,24284,4.282655246252677
Dongeradeel,2013,97,24221,4.004789232484208
Dongeradeel,2014,74,24160,3.062913907284768
Dongeradeel,2015,76,23983,3.1689113121794605
Dongeradeel,2016,103,23932,4.303860939328096
Dongeradeel,2017,75,23901,3.1379440190786996
Dordrecht,2008,1062,118182,8.986140021323044
Dordrecht,2009,767,118408,6.477602864671306
Dordrecht,2010,1025,118480,8.651249155975693
Dordrecht,2011,958,118810,8.063294335493646
Dordrecht,2012,1099,118862,9.246016388753345
Dordrecht,2013,818,118466,6.904934749210744
Dordrecht,2014,852,118691,7.178303325441693
Dordrecht,2015,796,118899,6.6947577355570695
Dordrecht,2016,882,118801,7.4241799311453605
Dordrecht,2017,903,118731,7.605427394698942
Drechterland,2008,121,18818,6.430013816558614
Drechterland,2009,65,19091,3.4047456916871828
Drechterland,2010,119,19291,6.16867969519465
Drechterland,2011,89,19335,4.603051461080941
Drechterland,2012,80,19300,4.1450777202072535
Drechterland,2013,80,19298,4.145507306456628
Drechterland,2014,81,19250,4.207792207792208
Drechterland,2015,90,19294,4.664662589406032
Drechterland,2016,123,19400,6.340206185567011
Drechterland,2017,122,19384,6.293850598431696
Drimmelen,2008,119,26623,4.469819329151486
Drimmelen,2009,57,26624,2.140925480769231
Drimmelen,2010,114,26591,4.287164830205708
Drimmelen,2011,97,26477,3.663557049514673
Drimmelen,2012,90,26664,3.3753375337533753
Drimmelen,2013,104,26737,3.889740808617272
Drimmelen,2014,106,26695,3.9707810451395393
Drimmelen,2015,122,26703,4.568775044002546
Drimmelen,2016,170,26815,6.339735222823046
Drimmelen,2017,150,26869,5.5826417060553055
Dronten,2008,142,38528,3.6856312292358804
Dronten,2009,105,39206,2.6781615058919552
Dronten,2010,202,39787,5.077035212506598
Dronten,2011,172,40164,4.282441987849816
Dronten,2012,175,40470,4.324190758586607
Dronten,2013,184,40679,4.523218368199808
Dronten,2014,134,40413,3.315764729171306
Dronten,2015,177,40363,4.38520427123851
Dronten,2016,188,40592,4.631454473787938
Dronten,2017,196,40746,4.810288126441859
Druten,2008,86,18082,4.756111049662648
Druten,2009,48,18102,2.651640702684786
Druten,2010,60,18084,3.3178500331785004
Druten,2011,61,18097,3.370724429463447
Druten,2012,59,18193,3.2430055515857745
Druten,2013,38,18203,2.087567983299456
Druten,2014,56,18210,3.0752333882482152
Druten,2015,55,18294,3.0064502022521045
Druten,2016,58,18407,3.150975172488727
Druten,2017,88,18563,4.740613047460002
Duiven,2008,110,25560,4.303599374021909
Duiven,2009,72,25510,2.8224225793806355
Duiven,2010,124,25593,4.845074825147501
Duiven,2011,154,25550,6.027397260273973
Duiven,2012,149,25525,5.837414299706171
Duiven,2013,115,25554,4.500273929717461
Duiven,2014,121,25609,4.724901401850912
Duiven,2015,169,25548,6.6149992171598555
Duiven,2016,236,25433,9.279282821531082
Duiven,2017,198,25398,7.7958894401133945
Echt-Susteren,2008,156,32172,4.848936963819471
Echt-Susteren,2009,98,32049,3.0578177166214235
Echt-Susteren,2010,288,32282,8.921380335790843
Echt-Susteren,2011,227,32264,7.035705430200843
Echt-Susteren,2012,228,32165,7.088450178765739
Echt-Susteren,2013,252,32072,7.8573210276877035
Echt-Susteren,2014,255,31976,7.974731048286214
Echt-Susteren,2015,364,31947,11.39387109900773
Echt-Susteren,2016,411,31943,12.86666875371756
Echt-Susteren,2017,365,31815,11.472575829011474
Edam-Volendam,2008,96,28448,3.374578177727784
Edam-Volendam,2009,52,28483,1.8256503879507073
Edam-Volendam,2010,133,28506,4.665684417315653
Edam-Volendam,2011,88,28583,3.0787531049924777
Edam-Volendam,2012,85,28700,2.961672473867596
Edam-Volendam,2013,110,28754,3.8255547054322876
Edam-Volendam,2014,81,28920,2.800829875518672
Edam-Volendam,2015,100,29087,3.437961976140544
Edam-Volendam,2016,105,35465,2.960665444804737
Edam-Volendam,2017,123,35800,3.4357541899441344
Ede,2008,449,107686,4.169529929610163
Ede,2009,393,107623,3.651635802755916
Ede,2010,649,107756,6.022866476112699
Ede,2011,658,108285,6.076557233227132
Ede,2012,793,108763,7.291082445316881
Ede,2013,729,109823,6.6379537983846735
Ede,2014,646,110656,5.837912087912088
Ede,2015,833,111575,7.465830159085817
Ede,2016,956,112427,8.503295471728322
Ede,2017,895,113421,7.890954937798115
Eemnes,2008,61,8964,6.80499776885319
Eemnes,2009,44,8880,4.954954954954955
Eemnes,2010,100,8837,11.316057485572026
Eemnes,2011,62,8845,7.009609949123798
Eemnes,2012,105,8824,11.899365367180417
Eemnes,2013,91,8795,10.346787947697555
Eemnes,2014,137,8779,15.605422029843945
Eemnes,2015,150,8807,17.03190643806063
Eemnes,2016,141,8877,15.883744508279822
Eemnes,2017,133,8999,14.779419935548395
Eemsmond,2008,146,16542,8.826018619272157
Eemsmond,2009,95,16487,5.7621156062352155
Eemsmond,2010,96,16426,5.844393035431633
Eemsmond,2011,107,16357,6.541541847527053
Eemsmond,2012,106,16235,6.529103788112104
Eemsmond,2013,100,16083,6.217745445501461
Eemsmond,2014,85,15928,5.336514314414867
Eemsmond,2015,64,15770,4.058338617628408
Eemsmond,2016,63,15815,3.983559911476447
Eemsmond,2017,75,15656,4.790495656617272
Eersel,2008,190,18072,10.513501549358123
Eersel,2009,122,18104,6.738842244807778
Eersel,2010,196,18157,10.794734813019772
Eersel,2011,153,18166,8.42232742485963
Eersel,2012,142,18166,7.816800616536387
Eersel,2013,117,18196,6.429984612002638
Eersel,2014,130,18183,7.149535280206787
Eersel,2015,166,18347,9.047800730364637
Eersel,2016,166,18551,8.9483046736025
Eersel,2017,168,18554,9.05465128813194
Eijsden-Margraten,2008,177,,
Eijsden-Margraten,2009,109,,
Eijsden-Margraten,2010,63,,
Eijsden-Margraten,2011,55,24940,2.2052927024859663
Eijsden-Margraten,2012,50,24994,2.0004801152276546
Eijsden-Margraten,2013,68,25049,2.714679228711725
Eijsden-Margraten,2014,63,24979,2.52211857960687
Eijsden-Margraten,2015,89,24967,3.5647054111427083
Eijsden-Margraten,2016,99,25123,3.9406121880348683
Eijsden-Margraten,2017,118,25297,4.664584733367593
Eindhoven,2008,2505,210333,11.909686069233073
Eindhoven,2009,1709,212269,8.05110496586878
Eindhoven,2010,2538,213809,11.87040770033067
Eindhoven,2011,2011,216036,9.30863374622748
Eindhoven,2012,1764,217225,8.120612268385315
Eindhoven,2013,1808,218433,8.277137611990863
Eindhoven,2014,1611,220920,7.2922324823465505
Eindhoven,2015,1909,223209,8.552522523733362
Eindhoven,2016,2245,224755,9.988654312473583
Eindhoven,2017,2363,226868,10.415748364687836
Elburg,2008,162,22231,7.287121586973146
Elburg,2009,128,22112,5.788712011577424
Elburg,2010,163,22176,7.3502886002886
Elburg,2011,133,22310,5.961452263558942
Elburg,2012,138,22416,6.1563169164882225
Elburg,2013,138,22510,6.130608618391825
Elburg,2014,109,22645,4.81342459704129
Elburg,2015,148,22843,6.479008886748676
Elburg,2016,143,22929,6.2366435518339225
Elburg,2017,143,23026,6.210370885086424
Emmen,2008,981,109151,8.987549358228508
Emmen,2009,722,109441,6.597161941137234
Emmen,2010,722,109491,6.59414929080929
Emmen,2011,542,109259,4.960689737229885
Emmen,2012,608,108838,5.5862842022087875
Emmen,2013,497,108392,4.585209240534357
Emmen,2014,480,108052,4.442305556583867
Emmen,2015,560,107775,5.196010206448619
Emmen,2016,571,107584,5.307480666270077
Emmen,2017,601,107490,5.591217787701181
Enkhuizen,2008,74,17804,4.156369355201079
Enkhuizen,2009,43,18104,2.375165709235528
Enkhuizen,2010,94,18153,5.178207458822233
Enkhuizen,2011,72,18173,3.9619215319429926
Enkhuizen,2012,86,18268,4.707685570396322
Enkhuizen,2013,69,18315,3.7674037674037675
Enkhuizen,2014,45,18376,2.4488463212886376
Enkhuizen,2015,69,18345,3.761242845461979
Enkhuizen,2016,60,18455,3.251151449471688
Enkhuizen,2017,82,18479,4.437469560041127
Enschede,2008,1762,154753,11.385885895588455
Enschede,2009,1316,156071,8.432059767669843
Enschede,2010,1589,157052,10.117668033517562
Enschede,2011,1328,157838,8.413689985934948
Enschede,2012,1312,158048,8.301275561854625
Enschede,2013,1503,158627,9.475057840090276
Enschede,2014,1444,158586,9.10546958747935
Enschede,2015,1572,158553,9.91466575845301
Enschede,2016,1611,158351,10.173601682338601
Enschede,2017,1553,158140,9.82041229290502
Epe,2008,283,32970,8.583560812860176
Epe,2009,175,32954,5.310432724403714
Epe,2010,278,32881,8.454730695538457
Epe,2011,279,32875,8.486692015209126
Epe,2012,276,32519,8.487345859343769
Epe,2013,244,32385,7.534352323606608
Epe,2014,203,32351,6.2749219498624464
Epe,2015,261,32214,8.102067424101323
Epe,2016,301,32282,9.324081531503623
Epe,2017,288,32537,8.8514614131604
Ermelo,2008,206,26270,7.841644461362771
Ermelo,2009,187,26306,7.108644415722649
Ermelo,2010,317,26264,12.069753274444105
Ermelo,2011,238,26133,9.107259021160983
Ermelo,2012,201,26127,7.693190951888851
Ermelo,2013,214,26120,8.192955589586523
Ermelo,2014,201,26045,7.717412171242081
Ermelo,2015,207,26190,7.903780068728522
Ermelo,2016,197,26507,7.431999094578791
Ermelo,2017,201,26590,7.559232794283565
Etten-Leur,2008,270,40435,6.677383454927662
Etten-Leur,2009,108,40997,2.6343390979827794
Etten-Leur,2010,198,41524,4.768326750794722
Etten-Leur,2011,145,41800,3.4688995215311005
Etten-Leur,2012,172,42048,4.090563165905632
Etten-Leur,2013,219,42274,5.180489189572787
Etten-Leur,2014,224,42357,5.288382085605686
Etten-Leur,2015,286,42503,6.72893678093311
Etten-Leur,2016,261,42832,6.093574897273067
Etten-Leur,2017,263,43027,6.112441025402655
Ferwerderadiel,2008,31,8865,3.4968979131415683
Ferwerderadiel,2009,24,8825,2.7195467422096318
Ferwerderadiel,2010,34,8839,3.8465889806539204
Ferwerderadiel,2011,38,8864,4.287003610108304
Ferwerderadiel,2012,34,8837,3.8474595450944893
Ferwerderadiel,2013,35,8856,3.952122854561879
Ferwerderadiel,2014,21,8790,2.3890784982935154
Ferwerderadiel,2015,42,8738,4.8065918974593735
Ferwerderadiel,2016,31,8701,3.562808872543386
Ferwerderadiel,2017,31,8735,3.548941041785919
De Fryske Marren,2008,429,,
De Fryske Marren,2009,392,,
De Fryske Marren,2010,269,,
De Fryske Marren,2011,345,,
De Fryske Marren,2012,408,,
De Fryske Marren,2013,457,,
De Fryske Marren,2014,353,,
De Fryske Marren,2015,461,,
De Fryske Marren,2016,459,51265,8.953477031112845
De Fryske Marren,2017,423,51585,8.200058156440825
Geertruidenberg,2008,172,20742,8.292353678526661
Geertruidenberg,2009,88,20794,4.231989997114552
Geertruidenberg,2010,154,21087,7.303077725612937
Geertruidenberg,2011,180,21307,8.44792791101516
Geertruidenberg,2012,144,21471,6.706720693027805
Geertruidenberg,2013,189,21513,8.785385580811601
Geertruidenberg,2014,225,21571,10.4306708080293
Geertruidenberg,2015,221,21574,10.243811995921016
Geertruidenberg,2016,270,21630,12.482662968099861
Geertruidenberg,2017,254,21504,11.811755952380953
Geldermalsen,2008,308,26285,11.717709720372836
Geldermalsen,2009,186,26289,7.075202556202214
Geldermalsen,2010,322,26260,12.261995430312263
Geldermalsen,2011,297,26224,11.325503355704697
Geldermalsen,2012,291,26334,11.050353155616314
Geldermalsen,2013,296,26240,11.280487804878048
Geldermalsen,2014,273,26300,10.38022813688213
Geldermalsen,2015,333,26323,12.650533753751473
Geldermalsen,2016,363,26346,13.778182646322023
Geldermalsen,2017,383,26587,14.405536540414488
Geldrop-Mierlo,2008,216,37982,5.686904323100416
Geldrop-Mierlo,2009,176,37996,4.632066533319296
Geldrop-Mierlo,2010,302,38117,7.922974001101871
Geldrop-Mierlo,2011,284,38389,7.397952538487587
Geldrop-Mierlo,2012,209,38671,5.404566729590649
Geldrop-Mierlo,2013,219,38768,5.648988856789105
Geldrop-Mierlo,2014,235,38854,6.048283317032995
Geldrop-Mierlo,2015,230,38879,5.915790015175287
Geldrop-Mierlo,2016,215,38893,5.527987041369912
Geldrop-Mierlo,2017,250,39078,6.397461487281847
Gemert-Bakel,2008,183,28103,6.511760310287158
Gemert-Bakel,2009,118,28508,4.139188999579066
Gemert-Bakel,2010,191,28763,6.640475611028057
Gemert-Bakel,2011,157,28906,5.431398325607141
Gemert-Bakel,2012,114,29041,3.925484659619159
Gemert-Bakel,2013,105,29101,3.608123432184461
Gemert-Bakel,2014,118,29315,4.025243049633294
Gemert-Bakel,2015,116,29513,3.9304713177243924
Gemert-Bakel,2016,136,29647,4.58731068910851
Gemert-Bakel,2017,105,30024,3.4972022382094323
Gennep,2008,104,16890,6.15748963883955
Gennep,2009,80,17101,4.678089000643237
Gennep,2010,96,17153,5.596688625896345
Gennep,2011,93,17383,5.350054651095898
Gennep,2012,87,17367,5.009500777336327
Gennep,2013,78,17319,4.50372423350078
Gennep,2014,98,17286,5.669327779706121
Gennep,2015,93,17280,5.381944444444445
Gennep,2016,120,17085,7.023705004389815
Gennep,2017,114,17129,6.655379765310293
Giessenlanden,2008,129,14422,8.944667868534184
Giessenlanden,2009,105,14411,7.286100895149539
Giessenlanden,2010,119,14451,8.234724240536988
Giessenlanden,2011,76,14427,5.267900464407014
Giessenlanden,2012,121,14508,8.340226082161566
Giessenlanden,2013,97,14466,6.705378128024333
Giessenlanden,2014,109,14442,7.547431103725246
Giessenlanden,2015,137,14464,9.47179203539823
Giessenlanden,2016,126,14544,8.663366336633665
Giessenlanden,2017,122,14596,8.358454371060564
Gilze en Rijen,2008,137,25644,5.342380283887069
Gilze en Rijen,2009,88,25789,3.4123075729962387
Gilze en Rijen,2010,172,25975,6.621751684311839
Gilze en Rijen,2011,174,25764,6.753609687936655
Gilze en Rijen,2012,154,25589,6.018210950017586
Gilze en Rijen,2013,168,25858,6.497022198159177
Gilze en Rijen,2014,160,26069,6.13755801910315
Gilze en Rijen,2015,191,26065,7.32783426050259
Gilze en Rijen,2016,258,26152,9.865402263689202
Gilze en Rijen,2017,226,26220,8.619374523264684
Goeree-Overflakkee,2008,173,,
Goeree-Overflakkee,2009,117,,
Goeree-Overflakkee,2010,190,,
Goeree-Overflakkee,2011,179,,
Goeree-Overflakkee,2012,195,,
Goeree-Overflakkee,2013,127,48259,2.63163347769328
Goeree-Overflakkee,2014,186,48245,3.855321795004664
Goeree-Overflakkee,2015,219,48206,4.543002945691408
Goeree-Overflakkee,2016,244,48321,5.04956437159827
Goeree-Overflakkee,2017,238,48653,4.891784679259244
Goes,2008,247,36706,6.729145098893913
Goes,2009,159,36754,4.326059748598792
Goes,2010,433,36605,11.82898511132359
Goes,2011,411,36665,11.209600436383472
Goes,2012,400,36921,10.833942742612606
Goes,2013,372,36971,10.06194043980417
Goes,2014,296,36954,8.009958326568166
Goes,2015,313,37153,8.424622506930799
Goes,2016,381,37207,10.240008600532157
Goes,2017,376,37274,10.087460428180501
Goirle,2008,70,22319,3.136341233926251
Goirle,2009,47,22466,2.092050209205021
Goirle,2010,88,22761,3.8662624664997143
Goirle,2011,61,22807,2.674617442013417
Goirle,2012,40,22805,1.7540013155009868
Goirle,2013,42,22933,1.8314219683425632
Goirle,2014,44,23098,1.9049268334920773
Goirle,2015,73,23014,3.171982271660728
Goirle,2016,58,23111,2.5096274501319717
Goirle,2017,70,23317,3.002101471029721
Gooise Meren,2008,395,,
Gooise Meren,2009,144,,
Gooise Meren,2010,601,,
Gooise Meren,2011,386,,
Gooise Meren,2012,473,,
Gooise Meren,2013,479,,
Gooise Meren,2014,486,,
Gooise Meren,2015,600,,
Gooise Meren,2016,680,56696,11.993791449132214
Gooise Meren,2017,461,56935,8.096952665320103
Gorinchem,2008,380,34472,11.023439313065676
Gorinchem,2009,299,34554,8.653122648607976
Gorinchem,2010,373,34663,10.76075354123994
Gorinchem,2011,434,34895,12.437311935807422
Gorinchem,2012,494,35083,14.08089388022689
Gorinchem,2013,306,35128,8.710999772261445
Gorinchem,2014,292,35242,8.285568355938937
Gorinchem,2015,369,35338,10.442017092082178
Gorinchem,2016,427,35260,12.110039705048214
Gorinchem,2017,389,35755,10.879597259124598
Gouda,2008,581,70857,8.199613305671987
Gouda,2009,333,70828,4.701530468176427
Gouda,2010,457,71122,6.425578583279435
Gouda,2011,368,71047,5.179669796050502
Gouda,2012,412,71235,5.78367375587843
Gouda,2013,368,70904,5.190116213471737
Gouda,2014,308,70941,4.34163600738642
Gouda,2015,299,71105,4.205048871387385
Gouda,2016,310,71189,4.354605346331597
Gouda,2017,424,71752,5.909242947931765
Grave,2008,37,12717,2.9094912322088544
Grave,2009,17,12673,1.3414345458849524
Grave,2010,45,12917,3.483781063714485
Grave,2011,44,13031,3.376563579157394
Grave,2012,56,12799,4.375341823579967
Grave,2013,54,12731,4.24161495562014
Grave,2014,40,12695,3.1508467900748327
Grave,2015,35,12840,2.7258566978193146
Grave,2016,61,12643,4.824804239500119
Grave,2017,51,12370,4.122877930476961
's-Gravenhage (gemeente),2008,2490,475681,5.234600499073959
's-Gravenhage (gemeente),2009,2318,481864,4.8104859462420935
's-Gravenhage (gemeente),2010,2896,488553,5.927708969139479
's-Gravenhage (gemeente),2011,2581,495083,5.213267270336489
's-Gravenhage (gemeente),2012,2650,502055,5.278306161675514
's-Gravenhage (gemeente),2013,2924,505856,5.7803011133603235
's-Gravenhage (gemeente),2014,2654,508940,5.214760089597988
's-Gravenhage (gemeente),2015,3253,514861,6.318210157693048
's-Gravenhage (gemeente),2016,3815,519988,7.336707770179311
's-Gravenhage (gemeente),2017,4191,524882,7.984651788401964
Grootegast,2008,72,12208,5.897771952817824
Grootegast,2009,82,12191,6.7262734804363875
Grootegast,2010,68,12141,5.600856601597892
Grootegast,2011,31,12209,2.5391104922598084
Grootegast,2012,54,12275,4.3991853360488795
Grootegast,2013,50,12222,4.090983472426772
Grootegast,2014,56,12165,4.603370324702015
Grootegast,2015,38,12123,3.1345376556957847
Grootegast,2016,40,12155,3.290826820238585
Grootegast,2017,37,12166,3.0412625349334212
Gulpen-Wittem,2008,114,14712,7.748776508972267
Gulpen-Wittem,2009,103,14585,7.062050051422695
Gulpen-Wittem,2010,63,14594,4.316842538029327
Gulpen-Wittem,2011,61,14496,4.208057395143488
Gulpen-Wittem,2012,71,14479,4.903653567235306
Gulpen-Wittem,2013,58,14444,4.015508169482137
Gulpen-Wittem,2014,70,14484,4.832919083126208
Gulpen-Wittem,2015,86,14497,5.932261847278747
Gulpen-Wittem,2016,114,14508,7.857733664185277
Gulpen-Wittem,2017,94,14337,6.5564623003417735
Haaksbergen,2008,218,24378,8.94248912954303
Haaksbergen,2009,145,24495,5.919575423555828
Haaksbergen,2010,142,24486,5.799232214326554
Haaksbergen,2011,127,24448,5.194698952879581
Haaksbergen,2012,119,24419,4.873254433023465
Haaksbergen,2013,167,24322,6.866211660225311
Haaksbergen,2014,131,24344,5.381202760433783
Haaksbergen,2015,196,24307,8.06352079647838
Haaksbergen,2016,189,24332,7.767548906789414
Haaksbergen,2017,175,24272,7.2099538562953205
Haaren,2008,35,13769,2.541942043721403
Haaren,2009,35,13711,2.552694916490409
Haaren,2010,58,13625,4.256880733944954
Haaren,2011,76,13630,5.575935436537051
Haaren,2012,64,13621,4.698627119888408
Haaren,2013,74,13572,5.452402004126142
Haaren,2014,57,13587,4.195186575402959
Haaren,2015,75,13523,5.546106633143533
Haaren,2016,81,13570,5.969049373618276
Haaren,2017,77,13912,5.534790109258194
Haarlem,2008,916,147640,6.204280682741804
Haarlem,2009,621,148191,4.190537886916209
Haarlem,2010,992,149579,6.63194699790746
Haarlem,2011,835,150670,5.541912789540055
Haarlem,2012,889,151818,5.855695635563635
Haarlem,2013,853,153093,5.571776632504426
Haarlem,2014,777,155147,5.008153557593766
Haarlem,2015,811,156645,5.177311755881132
Haarlem,2016,844,158140,5.337043126343746
Haarlem,2017,819,159229,5.143535411263024
Haarlemmermeer,2008,1669,140648,11.866503611853705
Haarlemmermeer,2009,1302,142042,9.166302924487123
Haarlemmermeer,2010,1524,142788,10.673165812253131
Haarlemmermeer,2011,1420,143374,9.904166724789711
Haarlemmermeer,2012,1572,143943,10.920989558366854
Haarlemmermeer,2013,1563,144153,10.842646354914569
Haarlemmermeer,2014,1511,144061,10.488612462776185
Haarlemmermeer,2015,1747,144152,12.11915200621566
