gemeente,jaar_vkl,incident_count,Bevolking/Bevolkingssamenstelling op 1 januari/Totale bevolking (aantal),Aantal incidenten per 1000 inwoners
Lingewaal,2015,89,11079,8.033215994223307
Lingewaal,2016,97,11112,8.72930165586753
Lingewaal,2017,93,11158,8.33482702993368
Lingewaard,2008,88,44617,1.9723423807069054
Lingewaard,2009,60,45084,1.3308490817141336
Lingewaard,2010,149,45445,3.278688524590164
Lingewaard,2011,154,45589,3.378007852771502
Lingewaard,2012,136,45770,2.9713786322918945
Lingewaard,2013,120,45818,2.619058012134969
Lingewaard,2014,147,45776,3.2112897588255853
Lingewaard,2015,133,45788,2.9046911854634403
Lingewaard,2016,137,45950,2.9815016322089227
Lingewaard,2017,169,46182,3.6594344116755444
Lisse,2008,127,22131,5.73855677556369
Lisse,2009,105,22301,4.70830904443747
Lisse,2010,105,22335,4.701141705842848
Lisse,2011,123,22685,5.422085078245537
Lisse,2012,105,22511,4.6643863000310954
Lisse,2013,108,22393,4.822935738846962
Lisse,2014,78,22336,3.4921203438395416
Lisse,2015,81,22539,3.593770797284707
Lisse,2016,98,22606,4.335132265770149
Lisse,2017,89,22717,3.9177708324162523
Littenseradiel,2017,5,10746,0.4652894100130281
Lochem,2008,236,33045,7.141776365562112
Lochem,2009,187,33313,5.613424188755141
Lochem,2010,296,33395,8.863602335678992
Lochem,2011,256,33278,7.692769998197007
Lochem,2012,199,33263,5.982623335237351
Lochem,2013,238,33308,7.145430527200673
Lochem,2014,202,33248,6.075553416746872
Lochem,2015,211,33244,6.3470099867645295
Lochem,2016,209,33333,6.2700627006270055
Lochem,2017,183,33545,5.455358473692056
Loon op Zand,2008,93,22885,4.063797247105091
Loon op Zand,2009,71,22934,3.095840237202407
Loon op Zand,2010,140,23016,6.082725060827251
Loon op Zand,2011,132,22973,5.745875593087537
Loon op Zand,2012,116,23071,5.02795717567509
Loon op Zand,2013,122,23083,5.285274877615561
Loon op Zand,2014,88,23080,3.812824956672444
Loon op Zand,2015,128,22960,5.574912891986063
Loon op Zand,2016,140,22929,6.105804875921323
Loon op Zand,2017,109,23093,4.72004503529208
Lopik,2008,53,14047,3.7730476258275787
Lopik,2009,33,14156,2.331166996326646
Lopik,2010,90,14174,6.349654296599407
Lopik,2011,69,14121,4.8863394943700875
Lopik,2012,66,14050,4.697508896797153
Lopik,2013,57,13992,4.073756432246999
Lopik,2014,52,13999,3.7145510393599546
Lopik,2015,64,14099,4.53932903042769
Lopik,2016,80,14156,5.651313930488839
Lopik,2017,73,14208,5.137950450450451
Loppersum,2008,110,10702,10.278452625677444
Loppersum,2009,71,10543,6.73432609314237
Loppersum,2010,70,10452,6.697282816685802
Loppersum,2011,75,10478,7.157854552395496
Loppersum,2012,72,10366,6.945784294809956
Loppersum,2013,48,10292,4.663816556548776
Loppersum,2014,36,10196,3.5307963907414672
Loppersum,2015,71,10140,7.001972386587771
Loppersum,2016,52,10042,5.178251344353714
Loppersum,2017,58,9914,5.850312689126487
Losser,2008,197,22492,8.758669749244175
Losser,2009,137,22589,6.064898844570366
Losser,2010,179,22647,7.903916633549698
Losser,2011,159,22664,7.015531238969291
Losser,2012,129,22673,5.689586733118687
Losser,2013,163,22554,7.227099405870355
Losser,2014,157,22612,6.943215991508933
Losser,2015,147,22467,6.542929630124182
Losser,2016,183,22444,8.153626804491177
Losser,2017,145,22482,6.449604127746642
Maarssen,2010,1,39663,0.025212414592945567
Maasdriel,2008,177,23631,7.49016122889425
Maasdriel,2009,114,23798,4.7903185141608535
Maasdriel,2010,171,23756,7.1981815120390635
Maasdriel,2011,134,23970,5.590321234876929
Maasdriel,2012,156,24022,6.4940471234701524
Maasdriel,2013,155,24092,6.433670928108916
Maasdriel,2014,149,24156,6.168239774797152
Maasdriel,2015,186,24185,7.6907173868100065
Maasdriel,2016,185,24084,7.681448264407906
Maasdriel,2017,204,24250,8.412371134020619
Maasgouw,2008,97,24545,3.951925035648808
Maasgouw,2009,56,24473,2.288236015200425
Maasgouw,2010,159,24275,6.54994850669413
Maasgouw,2011,124,24272,5.108767303889255
Maasgouw,2012,103,24095,4.274745797883378
Maasgouw,2013,131,24017,5.454469750593329
Maasgouw,2014,126,23907,5.270422888693688
Maasgouw,2015,129,23766,5.427922241858117
Maasgouw,2016,161,23757,6.776949951593215
Maasgouw,2017,149,23774,6.267350887524186
Maassluis,2008,27,31394,0.8600369497356183
Maassluis,2009,44,31389,1.4017649495046034
Maassluis,2010,84,31591,2.658985153999557
Maassluis,2011,74,31910,2.319022250078345
Maassluis,2012,65,31849,2.0408804044083015
Maassluis,2013,65,31985,2.0322025949663907
Maassluis,2014,80,32080,2.493765586034913
Maassluis,2015,71,32201,2.2049004689295364
Maassluis,2016,111,32292,3.437383872166481
Maassluis,2017,82,32450,2.526964560862866
Maastricht,2008,1071,118004,9.075963526660113
Maastricht,2009,768,118286,6.4927379402465215
Maastricht,2010,385,118533,3.2480406300355176
Maastricht,2011,303,119664,2.532089851584437
Maastricht,2012,271,121050,2.238744320528707
Maastricht,2013,524,121819,4.301463646885954
Maastricht,2014,539,122488,4.400431062634707
Maastricht,2015,785,122397,6.413555887807708
Maastricht,2016,929,122533,7.581631070813576
Maastricht,2017,830,122753,6.761545542675128
De Marne,2008,70,10696,6.544502617801047
De Marne,2009,60,10587,5.667327854916406
De Marne,2010,66,10527,6.269592476489028
De Marne,2011,58,10501,5.523283496809828
De Marne,2012,50,10428,4.794783275795934
De Marne,2013,43,10336,4.160216718266255
De Marne,2014,64,10209,6.268978352434127
De Marne,2015,70,10157,6.891798759476224
De Marne,2016,48,10101,4.752004752004751
De Marne,2017,50,10088,4.956383822363204
Marum,2008,123,10218,12.037580739870817
Marum,2009,108,10326,10.459035444509006
Marum,2010,86,10449,8.23045267489712
Marum,2011,98,10471,9.35918250405883
Marum,2012,109,10413,10.467684624987996
Marum,2013,107,10382,10.306299364284339
Marum,2014,101,10378,9.732125650414337
Marum,2015,94,10311,9.116477548249442
Marum,2016,137,10305,13.29451722464823
Marum,2017,130,10388,12.514439738159414
Medemblik,2008,297,26682,11.131099617719812
Medemblik,2009,156,27017,5.774142206758707
Medemblik,2010,289,27384,10.553607946245984
Medemblik,2011,220,42891,5.129281201184398
Medemblik,2012,221,43117,5.125588514970894
Medemblik,2013,253,43248,5.849981502034776
Medemblik,2014,203,43320,4.6860572483841185
Medemblik,2015,275,43604,6.306760847628658
Medemblik,2016,283,43725,6.472269868496284
Medemblik,2017,300,44058,6.809206046574969
Meerssen,2008,121,19744,6.128444084278768
Meerssen,2009,80,19695,4.061944656004062
Meerssen,2010,54,19565,2.760030667007411
Meerssen,2011,47,19495,2.410874583226468
Meerssen,2012,44,19430,2.2645393721049922
Meerssen,2013,69,19362,3.563681437867989
Meerssen,2014,89,19254,4.622416121325439
Meerssen,2015,92,19063,4.826102921890573
Meerssen,2016,91,19040,4.779411764705883
Meerssen,2017,82,19072,4.299496644295302
Meierijstad,2008,178,,
Meierijstad,2009,156,,
Meierijstad,2010,555,,
Meierijstad,2011,514,,
Meierijstad,2012,460,,
Meierijstad,2013,501,,
Meierijstad,2014,478,,
Meierijstad,2015,462,,
Meierijstad,2016,529,,
Meierijstad,2017,491,79869,6.147566640373612
Menameradiel,2015,2,13612,0.14692918013517486
Meppel,2008,247,31536,7.832318619989852
Meppel,2009,197,32026,6.151252107662524
Meppel,2010,176,32378,5.435789733769844
Meppel,2011,130,32511,3.9986466119159663
Meppel,2012,218,32573,6.692659564670126
Meppel,2013,183,32726,5.591884128827232
Meppel,2014,179,32867,5.446192229287735
Meppel,2015,185,32799,5.6404158663373885
Meppel,2016,175,32794,5.3363420137830095
Meppel,2017,202,33025,6.116578349735049
Midden-Delfland,2008,86,17451,4.928084350467022
Midden-Delfland,2009,100,17598,5.682463916354131
Midden-Delfland,2010,116,17890,6.484069312465064
Midden-Delfland,2011,87,18154,4.792332268370607
Midden-Delfland,2012,79,18225,4.334705075445816
Midden-Delfland,2013,107,18251,5.862692455207934
Midden-Delfland,2014,116,18456,6.285218899003034
Midden-Delfland,2015,128,18709,6.841627024426747
Midden-Delfland,2016,234,18873,12.39866475917978
Midden-Delfland,2017,253,19034,13.292003782704635
Midden-Drenthe,2008,354,33587,10.539792181498795
Midden-Drenthe,2009,251,33560,7.479141835518474
Midden-Drenthe,2010,257,33560,7.65792610250298
Midden-Drenthe,2011,171,33581,5.092165212471338
Midden-Drenthe,2012,219,33558,6.5260146611836225
Midden-Drenthe,2013,239,33422,7.150978397462749
Midden-Drenthe,2014,220,33366,6.593538332434214
Midden-Drenthe,2015,201,33284,6.03893762768898
Midden-Drenthe,2016,271,33450,8.101644245142003
Midden-Drenthe,2017,265,33399,7.934369292493788
Midden-Groningen,2008,568,,
Midden-Groningen,2009,401,,
Midden-Groningen,2010,484,,
Midden-Groningen,2011,389,,
Midden-Groningen,2012,387,,
Midden-Groningen,2013,438,,
Midden-Groningen,2014,332,,
Midden-Groningen,2015,427,,
Midden-Groningen,2016,423,,
Midden-Groningen,2017,438,,
Moerdijk,2008,254,36724,6.916457902189304
Moerdijk,2009,172,36648,4.693298406461471
Moerdijk,2010,276,36536,7.554193124589446
Moerdijk,2011,307,36547,8.40014228254029
Moerdijk,2012,327,36522,8.953507474946608
Moerdijk,2013,465,36625,12.696245733788396
Moerdijk,2014,463,36729,12.605842794522038
Moerdijk,2015,510,36816,13.852672750977835
Moerdijk,2016,569,36762,15.477939176323378
Moerdijk,2017,520,36944,14.075357297531399
Molenwaard,2008,178,,
Molenwaard,2009,100,,
Molenwaard,2010,167,,
Molenwaard,2011,108,,
Molenwaard,2012,140,,
Molenwaard,2013,109,29190,3.734155532716684
Molenwaard,2014,102,29032,3.513364563240562
Molenwaard,2015,107,28993,3.690545993860587
Molenwaard,2016,108,29067,3.715553720714212
Molenwaard,2017,121,29212,4.142133369848008
Montferland,2008,216,34995,6.17231033004715
Montferland,2009,155,35103,4.415577016209441
Montferland,2010,250,35179,7.106512407970664
Montferland,2011,181,34976,5.174977127172919
Montferland,2012,187,35043,5.336301115772051
Montferland,2013,195,34834,5.597978986048114
Montferland,2014,197,34987,5.6306628176179725
Montferland,2015,209,35150,5.945945945945946
Montferland,2016,189,35173,5.373439854433799
Montferland,2017,208,35316,5.889681730660324
Montfoort,2008,56,13493,4.1503001556362555
Montfoort,2009,50,13484,3.708098487095817
Montfoort,2010,80,13494,5.9285608418556395
Montfoort,2011,68,13500,5.037037037037037
Montfoort,2012,61,13601,4.48496434085729
Montfoort,2013,47,13621,3.4505542911680496
Montfoort,2014,43,13639,3.1527238067306986
Montfoort,2015,49,13672,3.5839672322995906
Montfoort,2016,38,13783,2.757019516796053
Montfoort,2017,54,13866,3.8944180008654263
Mook en Middelaar,2008,25,8084,3.0925284512617517
Mook en Middelaar,2009,18,8040,2.238805970149254
Mook en Middelaar,2010,35,8049,4.348366256677848
Mook en Middelaar,2011,29,7947,3.6491757896061405
Mook en Middelaar,2012,24,7874,3.048006096012192
Mook en Middelaar,2013,27,7827,3.4495975469528553
Mook en Middelaar,2014,25,7796,3.2067727039507443
Mook en Middelaar,2015,38,7762,4.89564545220304
Mook en Middelaar,2016,33,7755,4.25531914893617
Mook en Middelaar,2017,19,7775,2.4437299035369775
Neder-Betuwe,2008,247,22424,11.014983945772386
Neder-Betuwe,2009,125,22561,5.540534550773459
Neder-Betuwe,2010,177,22553,7.848179843036403
Neder-Betuwe,2011,183,22620,8.090185676392574
Neder-Betuwe,2012,143,22614,6.323516405766339
Neder-Betuwe,2013,192,22593,8.498207409374585
Neder-Betuwe,2014,184,22555,8.157836399911329
Neder-Betuwe,2015,228,22728,10.03167898627244
Neder-Betuwe,2016,240,23049,10.412599245086556
Neder-Betuwe,2017,257,23303,11.028622924087028
Nederweert,2008,87,16665,5.2205220522052205
Nederweert,2009,73,16695,4.37256663671758
Nederweert,2010,103,16607,6.202203889925935
Nederweert,2011,84,16678,5.0365751289123395
Nederweert,2012,92,16771,5.4856597698407965
Nederweert,2013,74,16785,4.408698242478404
Nederweert,2014,82,16751,4.895230135514297
Nederweert,2015,110,16776,6.556986170720076
Nederweert,2016,117,16793,6.9671887095813725
Nederweert,2017,108,16864,6.404174573055029
Neerijnen,2008,112,11851,9.450679267572356
Neerijnen,2009,77,11836,6.5055762081784385
Neerijnen,2010,107,11880,9.006734006734007
Neerijnen,2011,67,11843,5.657350333530355
Neerijnen,2012,86,11930,7.208717518860016
Neerijnen,2013,98,12022,8.151721843287307
Neerijnen,2014,98,12020,8.153078202995008
Neerijnen,2015,108,12038,8.971589965110484
Neerijnen,2016,150,12122,12.374195677280976
Neerijnen,2017,157,12344,12.718729747245625
Nieuwegein,2008,235,61087,3.8469723509093585
Nieuwegein,2009,163,61007,2.671824544724376
Nieuwegein,2010,488,60896,8.013662637940094
Nieuwegein,2011,400,60947,6.563079396853003
Nieuwegein,2012,407,60720,6.702898550724638
Nieuwegein,2013,436,60895,7.1598653419821
Nieuwegein,2014,362,61038,5.930731675349782
Nieuwegein,2015,356,61264,5.8109166884303995
Nieuwegein,2016,413,61749,6.688367422954219
Nieuwegein,2017,411,61868,6.643175793625137
Nieuwkoop,2008,105,26777,3.92127572170146
Nieuwkoop,2009,91,26757,3.4009791830175278
Nieuwkoop,2010,111,26929,4.121950313788109
Nieuwkoop,2011,119,26988,4.409367126130132
Nieuwkoop,2012,116,26974,4.300437458293171
Nieuwkoop,2013,93,27082,3.434015213056643
Nieuwkoop,2014,86,27104,3.1729634002361276
Nieuwkoop,2015,104,27114,3.83565685623663
Nieuwkoop,2016,104,27433,3.7910545693143294
Nieuwkoop,2017,119,27914,4.263093788063338
Nijkerk,2008,122,38982,3.1296495818582937
Nijkerk,2009,68,39080,1.7400204708290685
Nijkerk,2010,248,39538,6.272446760078911
Nijkerk,2011,212,39788,5.328239670252337
Nijkerk,2012,254,40126,6.330060310023426
Nijkerk,2013,207,40355,5.129475901375295
Nijkerk,2014,229,40638,5.635119838574733
Nijkerk,2015,232,40870,5.676535356006851
Nijkerk,2016,324,41199,7.864268550207529
Nijkerk,2017,277,41775,6.6307600239377615
Nijmegen,2008,1335,161251,8.279018424691941
Nijmegen,2009,765,161817,4.727562617030349
Nijmegen,2010,1092,162963,6.700907567975553
Nijmegen,2011,893,164223,5.437727967458882
Nijmegen,2012,887,165182,5.369834485597704
Nijmegen,2013,946,166382,5.685711194720583
Nijmegen,2014,1049,168292,6.233213699997623
Nijmegen,2015,1232,170681,7.2181437887052455
Nijmegen,2016,1426,172064,8.287613911102845
Nijmegen,2017,1268,173556,7.305999216391251
Nissewaard,2008,264,,
Nissewaard,2009,192,,
Nissewaard,2010,358,,
Nissewaard,2011,265,,
Nissewaard,2012,244,,
Nissewaard,2013,230,,
Nissewaard,2014,305,,
Nissewaard,2015,332,85121,3.9003301183021812
Nissewaard,2016,338,85293,3.9628105471726873
Nissewaard,2017,354,85401,4.145150525169495
Noordenveld,2008,232,31253,7.423287364413016
Noordenveld,2009,168,31075,5.4062751407884155
Noordenveld,2010,206,30808,6.686574915606336
Noordenveld,2011,139,30794,4.513866337598233
Noordenveld,2012,181,30955,5.84719754482313
Noordenveld,2013,146,31024,4.706034038164002
Noordenveld,2014,137,31087,4.406986843375044
Noordenveld,2015,140,31137,4.496258470629797
Noordenveld,2016,145,31039,4.671542253294243
Noordenveld,2017,160,32981,4.851278008550377
Noordoostpolder,2008,240,45716,5.249803132382535
Noordoostpolder,2009,224,45814,4.889335137730825
Noordoostpolder,2010,321,46090,6.964634410935127
Noordoostpolder,2011,284,46253,6.140142261042527
Noordoostpolder,2012,286,46342,6.171507487808036
Noordoostpolder,2013,293,46284,6.330481375853426
Noordoostpolder,2014,227,46356,4.896884977133489
Noordoostpolder,2015,285,46479,6.131801458723294
Noordoostpolder,2016,361,46439,7.773638536574862
Noordoostpolder,2017,360,46544,7.734616706772087
Noordwijk,2008,171,24906,6.865815466152735
Noordwijk,2009,116,25335,4.5786461417012045
Noordwijk,2010,185,25407,7.281457865942457
Noordwijk,2011,142,25438,5.58219985847944
Noordwijk,2012,196,25517,7.681153740643492
Noordwijk,2013,150,25671,5.84316933504733
Noordwijk,2014,93,25691,3.6199447277256627
Noordwijk,2015,116,25604,4.5305421027964385
Noordwijk,2016,149,25760,5.784161490683229
Noordwijk,2017,153,25867,5.914872231027951
Noordwijkerhout,2008,76,15399,4.935385414637315
Noordwijkerhout,2009,60,15355,3.9075219798111367
Noordwijkerhout,2010,108,15555,6.943105110896817
Noordwijkerhout,2011,79,15601,5.063777962951093
Noordwijkerhout,2012,99,15648,6.326687116564417
Noordwijkerhout,2013,79,15740,5.019059720457434
Noordwijkerhout,2014,55,15956,3.4469791927801454
Noordwijkerhout,2015,66,16063,4.108821515283571
Noordwijkerhout,2016,70,16140,4.337050805452293
Noordwijkerhout,2017,82,16318,5.025125628140704
Nunspeet,2008,231,26567,8.694997553355666
Nunspeet,2009,156,26714,5.839634648498914
Nunspeet,2010,313,26728,11.710565698892546
Nunspeet,2011,241,26685,9.03129098744613
Nunspeet,2012,284,26609,10.673080536660528
Nunspeet,2013,237,26628,8.90040558810275
Nunspeet,2014,212,26680,7.946026986506746
Nunspeet,2015,238,26744,8.899192342207597
Nunspeet,2016,247,26835,9.204397242407303
Nunspeet,2017,215,26892,7.994942733898558
Nuth,2008,130,15851,8.201375307551574
Nuth,2009,77,15720,4.89821882951654
Nuth,2010,89,15667,5.680730197229846
Nuth,2011,69,15595,4.42449503045848
Nuth,2012,53,15644,3.3878803375095883
Nuth,2013,74,15494,4.776042338969924
Nuth,2014,109,15583,6.994802027850863
Nuth,2015,101,15495,6.518231687641174
Nuth,2016,120,15425,7.779578606158833
Nuth,2017,131,15305,8.559294348252205
Oegstgeest,2008,115,22367,5.141503107256226
Oegstgeest,2009,96,22564,4.254564793476334
Oegstgeest,2010,115,22597,5.089171128910918
Oegstgeest,2011,153,22767,6.720252997759916
Oegstgeest,2012,134,22788,5.880287870809198
Oegstgeest,2013,107,23153,4.6214313479894615
Oegstgeest,2014,88,22910,3.8411174159755563
Oegstgeest,2015,76,22997,3.304778884202287
Oegstgeest,2016,99,23209,4.2655866258778925
Oegstgeest,2017,121,23608,5.125381226702813
Oirschot,2008,175,17855,9.801176141136937
Oirschot,2009,122,17806,6.851623048410648
Oirschot,2010,209,17750,11.774647887323944
Oirschot,2011,216,17845,12.104230876996358
Oirschot,2012,167,17861,9.349980404232687
Oirschot,2013,209,17926,11.659042731228382
Oirschot,2014,247,17980,13.737486095661847
Oirschot,2015,245,18079,13.551634493058245
Oirschot,2016,287,18199,15.770097258091104
Oirschot,2017,333,18499,18.00097302556895
Oisterwijk,2008,115,25743,4.467233811133124
Oisterwijk,2009,86,25738,3.3413629652653665
Oisterwijk,2010,155,25827,6.001471328454718
Oisterwijk,2011,126,25721,4.898720889545507
Oisterwijk,2012,124,25775,4.81086323957323
Oisterwijk,2013,118,25770,4.578967792006209
Oisterwijk,2014,127,25802,4.92209906208821
Oisterwijk,2015,213,25732,8.277630965334993
Oisterwijk,2016,219,25835,8.4768724598413
Oisterwijk,2017,236,25936,9.099321406539172
Oldambt,2008,362,,
Oldambt,2009,255,,
Oldambt,2010,263,39486,6.660588563035
Oldambt,2011,286,39396,7.259620266016855
Oldambt,2012,286,39095,7.315513492774012
Oldambt,2013,257,38748,6.632600392278311
Oldambt,2014,218,38560,5.653526970954356
Oldambt,2015,256,38420,6.663196251952108
Oldambt,2016,245,38228,6.4089149314638485
Oldambt,2017,229,38108,6.009236905636612
Oldebroek,2008,185,22771,8.124368714593123
Oldebroek,2009,168,22622,7.426399080541066
Oldebroek,2010,160,22750,7.032967032967033
Oldebroek,2011,158,22659,6.972946731982877
Oldebroek,2012,147,22716,6.471209720021131
Oldebroek,2013,129,22774,5.664354087995083
Oldebroek,2014,118,22835,5.167506021458288
Oldebroek,2015,149,23001,6.477979218294857
Oldebroek,2016,161,23104,6.9684903047091415
Oldebroek,2017,176,23256,7.567939456484348
Oldenzaal,2008,282,31584,8.928571428571429
Oldenzaal,2009,211,31764,6.6427402090416825
Oldenzaal,2010,225,31974,7.036967536123099
Oldenzaal,2011,212,32176,6.588761810044754
Oldenzaal,2012,194,32176,6.029338637493784
Oldenzaal,2013,206,32200,6.39751552795031
Oldenzaal,2014,199,32137,6.192239474748732
Oldenzaal,2015,208,32120,6.475716064757161
Oldenzaal,2016,250,32110,7.785736530675802
Oldenzaal,2017,196,32006,6.123851777791664
Olst-Wijhe,2008,100,17334,5.769008884273682
Olst-Wijhe,2009,102,17482,5.83457270335202
Olst-Wijhe,2010,102,17540,5.81527936145952
Olst-Wijhe,2011,70,17502,3.9995429093817854
Olst-Wijhe,2012,72,17659,4.077241066878079
Olst-Wijhe,2013,73,17751,4.112444369331305
Olst-Wijhe,2014,87,17770,4.895891952729319
Olst-Wijhe,2015,92,17839,5.157239755591681
Olst-Wijhe,2016,107,17886,5.982332550598233
Olst-Wijhe,2017,84,17957,4.677841510274545
Ommen,2008,190,17419,10.907629599862219
Ommen,2009,171,17446,9.801673736099966
Ommen,2010,249,17404,14.307055849230062
Ommen,2011,171,17329,9.867851578279186
Ommen,2012,170,17380,9.781357882623706
Ommen,2013,197,17314,11.378075545801087
Ommen,2014,175,17361,10.080064512412878
Ommen,2015,190,17341,10.956692232281874
Ommen,2016,163,17696,9.21112115732369
Ommen,2017,141,17531,8.04289544235925
Onderbanken,2008,44,8240,5.339805825242719
Onderbanken,2009,20,8147,2.454891371056831
Onderbanken,2010,36,8109,4.439511653718091
Onderbanken,2011,12,8016,1.4970059880239521
Onderbanken,2012,18,7966,2.2596033140848606
Onderbanken,2013,20,7905,2.5300442757748263
Onderbanken,2014,19,7881,2.4108615657911434
Onderbanken,2015,36,7866,4.576659038901602
Onderbanken,2016,22,7869,2.795780912441225
Onderbanken,2017,34,7865,4.322949777495232
Oost Gelre,2008,209,29873,6.996284270076658
Oost Gelre,2009,166,30012,5.531120884979342
Oost Gelre,2010,243,30026,8.092986078731766
Oost Gelre,2011,200,30113,6.641649785806794
Oost Gelre,2012,164,30005,5.465755707382103
Oost Gelre,2013,170,29873,5.69075754025374
Oost Gelre,2014,146,29700,4.915824915824916
Oost Gelre,2015,183,29533,6.196458199302475
Oost Gelre,2016,183,29537,6.195619054067779
Oost Gelre,2017,190,29634,6.411554295741379
Oosterhout,2008,425,53785,7.901831365622384
Oosterhout,2009,197,54198,3.6348204730801874
Oosterhout,2010,453,54136,8.367814393379636
Oosterhout,2011,320,54072,5.918035212309513
Oosterhout,2012,288,54006,5.332740806577047
Oosterhout,2013,371,53686,6.91055396192676
Oosterhout,2014,331,53717,6.161922668801311
Oosterhout,2015,412,53793,7.658989087799528
Oosterhout,2016,485,54018,8.978488651930837
Oosterhout,2017,478,54604,8.75393744048055
Ooststellingwerf,2008,195,26398,7.386923251761497
Ooststellingwerf,2009,165,26288,6.276628119293974
Ooststellingwerf,2010,185,26235,7.051648561082523
Ooststellingwerf,2011,145,26004,5.576065220735272
Ooststellingwerf,2012,164,25858,6.342331193441101
Ooststellingwerf,2013,161,25836,6.231614801052794
Ooststellingwerf,2014,139,25672,5.414459333125584
Ooststellingwerf,2015,126,25617,4.918608736385994
Ooststellingwerf,2016,164,25571,6.413515310312463
Ooststellingwerf,2017,144,25540,5.638214565387627
Oostzaan,2008,73,9205,7.93047256925584
Oostzaan,2009,41,9201,4.456037387240517
Oostzaan,2010,85,9149,9.290632856049843
Oostzaan,2011,132,9114,14.483212639894667
Oostzaan,2012,131,9097,14.400351764317906
Oostzaan,2013,128,9141,14.002844327754074
Oostzaan,2014,90,9139,9.84790458474669
Oostzaan,2015,110,9187,11.97344073146838
Oostzaan,2016,164,9504,17.255892255892256
Oostzaan,2017,219,9652,22.68959801077497
Opmeer,2008,48,11244,4.268943436499467
Opmeer,2009,28,11289,2.480290548321375
Opmeer,2010,45,11386,3.9522220270507646
Opmeer,2011,44,11420,3.8528896672504382
Opmeer,2012,42,11393,3.6864741507943473
Opmeer,2013,46,11379,4.042534493364971
Opmeer,2014,43,11368,3.7825475017593244
Opmeer,2015,29,11301,2.566144588974427
Opmeer,2016,54,11336,4.763585038814397
Opmeer,2017,48,11420,4.203152364273206
Opsterland,2008,219,29703,7.372992627007373
Opsterland,2009,192,29777,6.447929610101756
Opsterland,2010,160,30039,5.3264090016312124
Opsterland,2011,132,29991,4.401320396118836
Opsterland,2012,186,29952,6.209935897435897
Opsterland,2013,156,29896,5.218089376505218
Opsterland,2014,144,29863,4.82202056055989
Opsterland,2015,187,29859,6.262768344552731
Opsterland,2016,224,29830,7.509218907140462
Opsterland,2017,217,29718,7.301971868901003
Oss,2008,193,76732,2.515247875723297
Oss,2009,163,77097,2.1142197491471784
Oss,2010,532,77392,6.874095513748191
Oss,2011,456,84201,5.415612641180034
Oss,2012,417,84639,4.926806791195548
Oss,2013,490,84861,5.774148313123814
Oss,2014,429,84954,5.049791651952821
Oss,2015,480,89799,5.34527110546888
Oss,2016,563,90003,6.255347043987423
Oss,2017,453,90376,5.012392670620518
Oud-Beijerland,2008,128,23824,5.372733378106112
Oud-Beijerland,2009,109,23732,4.592954660374179
Oud-Beijerland,2010,132,23555,5.603905752494162
Oud-Beijerland,2011,101,23536,4.291298436437797
Oud-Beijerland,2012,101,23415,4.313474268631219
Oud-Beijerland,2013,78,23441,3.327503092871465
Oud-Beijerland,2014,66,23715,2.7830487033523084
Oud-Beijerland,2015,90,23702,3.79714792000675
Oud-Beijerland,2016,97,23851,4.066915433315165
Oud-Beijerland,2017,83,24015,3.456173225067666
Oude IJsselstreek,2008,276,39905,6.916426512968299
Oude IJsselstreek,2009,199,40010,4.973756560859785
Oude IJsselstreek,2010,243,39897,6.090683510038349
Oude IJsselstreek,2011,244,39922,6.11191824056911
Oude IJsselstreek,2012,259,39839,6.501167197971836
Oude IJsselstreek,2013,226,39779,5.681389677970788
Oude IJsselstreek,2014,169,39595,4.268215683798459
Oude IJsselstreek,2015,254,39558,6.420951514232266
Oude IJsselstreek,2016,231,39657,5.82494893713594
Oude IJsselstreek,2017,216,39568,5.458956732713303
Ouder-Amstel,2008,224,13046,17.170013797332516
Ouder-Amstel,2009,158,13107,12.054627298390173
Ouder-Amstel,2010,135,13099,10.306130238949537
Ouder-Amstel,2011,203,13146,15.4419595314164
Ouder-Amstel,2012,286,13232,21.614268440145104
Ouder-Amstel,2013,280,13249,21.133670465695523
Ouder-Amstel,2014,365,13271,27.50357923291387
Ouder-Amstel,2015,448,13289,33.71209270825495
Ouder-Amstel,2016,428,13411,31.914100365371713
Ouder-Amstel,2017,461,13419,34.35427379089351
Oudewater,2008,37,9917,3.730967026318443
Oudewater,2009,20,9898,2.020610224287735
Oudewater,2010,43,9843,4.368586812963527
Oudewater,2011,37,9815,3.7697401935812533
Oudewater,2012,31,9850,3.1472081218274113
Oudewater,2013,41,9872,4.153160453808752
Oudewater,2014,35,9873,3.5450217765623417
Oudewater,2015,27,9924,2.720677146311971
Oudewater,2016,43,10049,4.279032739576077
Oudewater,2017,39,10187,3.828408756257976
Overbetuwe,2008,223,44226,5.042282820060598
Overbetuwe,2009,120,45097,2.6609308823203315
Overbetuwe,2010,336,45577,7.372139456304716
Overbetuwe,2011,310,45953,6.746023110569495
Overbetuwe,2012,283,46269,6.116406233115044
Overbetuwe,2013,353,46531,7.586340289269519
Overbetuwe,2014,285,46665,6.107360977177756
Overbetuwe,2015,363,46833,7.750944846582538
Overbetuwe,2016,433,47002,9.212373941534404
Overbetuwe,2017,470,47394,9.916867113980674
Papendrecht,2008,199,31573,6.302853704114274
Papendrecht,2009,166,31730,5.2316419791994955
Papendrecht,2010,184,31853,5.776535962075785
Papendrecht,2011,220,31883,6.900228962142835
Papendrecht,2012,222,32032,6.930569430569431
