Perioden,Regio's,Bevolking/Bevolkingssamenstelling op 1 januari/Totale bevolking (aantal),Bevolking/Bevolkingssamenstelling op 1 januari/Geslacht/Mannen (aantal),Bevolking/Bevolkingssamenstelling op 1 januari/Geslacht/Vrouwen (aantal),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Inwoners 15 jaar of ouder (aantal),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Ongehuwd (in % van  inwoners 15 jaar of ouder),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Gehuwd (in % van  inwoners 15 jaar of ouder),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Gescheiden (in % van  inwoners 15 jaar of ouder),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Verweduwd (in % van  inwoners 15 jaar of ouder),Landbouw/Graasdieren/Rundvee (aantal),Landbouw/Graasdieren/Schapen (aantal),Lokalisering/Gemeenten (aantal),Lokalisering/Wijken (aantal),Lokalisering/Buurten (aantal)
2012,,141893,69808,72085,,,,,,,,,,
2012,,25738,12834,12904,,,,,,,,,,
2012,,12749,6441,6308,,,,,,,,,,
2012,,30364,15049,15315,,,,,,,,,,
2012,,27305,13686,13619,,,,,,,,,,
2012,,28091,14263,13828,,,,,,,,,,
2012,,19467,9496,9971,,,,,,,,,,
2012,,25003,12388,12615,,,,,,,,,,
2012,,94269,46423,47846,,,,,,,,,,
2012,,72757,36089,36668,,,,,,,,,,
2012,,193163,95874,97289,,,,,,,,,,
2012,,72853,35958,36895,,,,,,,,,,
2012,,9525,4825,4700,,,,,,,,,,
2012,,3526,1753,1773,,,,,,,,,,
2012,,148250,72849,75401,,,,,,,,,,
2012,,83363,39711,43652,,,,,,,,,,
2012,,790110,389005,401105,,,,,,,,,,
2012,,156961,77525,79436,,,,,,,,,,
2012,,12053,5822,6231,,,,,,,,,,
2012,,149271,74067,75204,,,,,,,,,,
2012,,67208,32931,34277,,,,,,,,,,
2012,,16404,8409,7995,,,,,,,,,,
2012,,6722,3424,3298,,,,,,,,,,
2012,,24352,11709,12643,,,,,,,,,,
2012,,47053,23229,23824,,,,,,,,,,
2012,,53521,26617,26904,,,,,,,,,,
2012,,10508,5281,5227,,,,,,,,,,
2012,,8719,4360,4359,,,,,,,,,,
2012,,13742,6920,6822,,,,,,,,,,
2012,,,,,,,,,,,,,,
2012,,18123,9187,8936,,,,,,,,,,
2012,,66130,32662,33468,,,,,,,,,,
2012,,44911,22622,22289,,,,,,,,,,
2012,,29802,15023,14779,,,,,,,,,,
2012,,28696,14357,14339,,,,,,,,,,
2012,,25433,12686,12747,,,,,,,,,,
2012,,39844,19719,20125,,,,,,,,,,
2012,,28962,14333,14629,,,,,,,,,,
2012,,19582,9967,9615,,,,,,,,,,
2012,,9038,4368,4670,,,,,,,,,,
2012,,22056,10494,11562,,,,,,,,,,
2012,,32834,16439,16395,,,,,,,,,,
2012,,9967,5095,4872,,,,,,,,,,
2012,,25859,12894,12965,,,,,,,,,,
2012,,21586,10800,10786,,,,,,,,,,
2012,,22676,11491,11185,,,,,,,,,,
2012,,28397,14192,14205,,,,,,,,,,
2012,,30284,14988,15296,,,,,,,,,,
2012,,176401,85977,90424,,,,,,,,,,
2012,,16072,7914,8158,,,,,,,,,,
2012,,37441,18598,18843,,,,,,,,,,
2012,,21327,10519,10808,,,,,,,,,,
2012,,29199,14233,14966,,,,,,,,,,
2012,,14451,7141,7310,,,,,,,,,,
2012,,20200,10118,10082,,,,,,,,,,
2012,,25949,12984,12965,,,,,,,,,,
2012,,66122,31923,34199,,,,,,,,,,
2012,,34474,16853,17621,,,,,,,,,,
2012,,35881,17914,17967,,,,,,,,,,
2012,,20432,10338,10094,,,,,,,,,,
2012,,12780,6345,6435,,,,,,,,,,
2012,,24648,12328,12320,,,,,,,,,,
2012,,27632,13687,13945,,,,,,,,,,
2012,,27432,13933,13499,,,,,,,,,,
2012,,19264,9646,9618,,,,,,,,,,
2012,,42079,19981,22098,,,,,,,,,,
2012,,,,,,,,,,,,,,
2012,,10428,5305,5123,,,,,,,,,,
2012,,42977,21355,21622,,,,,,,,,,
2012,,23753,11899,11854,,,,,,,,,,
2012,,98675,52300,46375,,,,,,,,,,
2012,,26305,13155,13150,,,,,,,,,,
2012,,57065,28284,28781,,,,,,,,,,
2012,,31762,16000,15762,,,,,,,,,,
2012,,98672,48552,50120,,,,,,,,,,
2012,,24935,12045,12890,,,,,,,,,,
2012,,26073,13247,12826,,,,,,,,,,
2012,,11598,5656,5942,,,,,,,,,,
2012,,56252,27854,28398,,,,,,,,,,
2012,,25205,12499,12706,,,,,,,,,,
2012,,24284,12190,12094,,,,,,,,,,
2012,,118862,58553,60309,,,,,,,,,,
2012,,19300,9796,9504,,,,,,,,,,
2012,,26664,13335,13329,,,,,,,,,,
2012,,40470,20523,19947,,,,,,,,,,
2012,,18193,9036,9157,,,,,,,,,,
2012,,25525,12514,13011,,,,,,,,,,
2012,,32165,16096,16069,,,,,,,,,,
2012,,28700,14368,14332,,,,,,,,,,
2012,,108763,53371,55392,,,,,,,,,,
2012,,8824,4365,4459,,,,,,,,,,
2012,,16235,8255,7980,,,,,,,,,,
2012,,18166,9220,8946,,,,,,,,,,
2012,,24994,12498,12496,,,,,,,,,,
2012,,217225,110743,106482,,,,,,,,,,
2012,,22416,11105,11311,,,,,,,,,,
2012,,108838,53915,54923,,,,,,,,,,
2012,,18268,9129,9139,,,,,,,,,,
2012,,158048,80221,77827,,,,,,,,,,
2012,,32519,16047,16472,,,,,,,,,,
2012,,26127,12866,13261,,,,,,,,,,
2012,,42048,20803,21245,,,,,,,,,,
2012,,8837,4532,4305,,,,,,,,,,
2012,,21471,10675,10796,,,,,,,,,,
2012,,26334,13052,13282,,,,,,,,,,
2012,,38671,19123,19548,,,,,,,,,,
2012,,29041,14658,14383,,,,,,,,,,
2012,,17367,8868,8499,,,,,,,,,,
2012,,14508,7378,7130,,,,,,,,,,
2012,,25589,12885,12704,,,,,,,,,,
2012,,,,,,,,,,,,,,
2012,,36921,18046,18875,,,,,,,,,,
2012,,22805,11313,11492,,,,,,,,,,
2012,,,,,,,,,,,,,,
2012,,35083,17248,17835,,,,,,,,,,
2012,,71235,34856,36379,,,,,,,,,,
2012,,12799,6607,6192,,,,,,,,,,
2012,,12275,6282,5993,,,,,,,,,,
2012,,14479,7276,7203,,,,,,,,,,
2012,,24419,12291,12128,,,,,,,,,,
2012,,13621,6958,6663,,,,,,,,,,
2012,,151818,73922,77896,,,,,,,,,,
2012,,143943,71554,72389,,,,,,,,,,
2012,,29325,14563,14762,,,,,,,,,,
2012,,59430,30105,29325,,,,,,,,,,
2012,,45429,22376,23053,,,,,,,,,,
2012,,17654,8768,8886,,,,,,,,,,
2012,,18457,8729,9728,,,,,,,,,,
2012,,15844,7957,7887,,,,,,,,,,
2012,,11805,5785,6020,,,,,,,,,,
2012,,39268,19245,20023,,,,,,,,,,
2012,,26242,12351,13891,,,,,,,,,,
2012,,18244,8998,9246,,,,,,,,,,
2012,,43514,21401,22113,,,,,,,,,,
2012,,52483,26460,26023,,,,,,,,,,
2012,,89016,44003,45013,,,,,,,,,,
2012,,15352,7754,7598,,,,,,,,,,
2012,,22650,11140,11510,,,,,,,,,,
2012,,35796,17887,17909,,,,,,,,,,
2012,,39442,19718,19724,,,,,,,,,,
2012,,88801,44567,44234,,,,,,,,,,
2012,,28257,13848,14409,,,,,,,,,,
2012,,16413,8128,8285,,,,,,,,,,
2012,,43112,21553,21559,,,,,,,,,,
2012,,20831,10304,10527,,,,,,,,,,
2012,,15047,7602,7445,,,,,,,,,,
2012,,85537,41587,43950,,,,,,,,,,
2012,,35599,17676,17923,,,,,,,,,,
2012,,47703,24150,23553,,,,,,,,,,
2012,,54889,27281,27608,,,,,,,,,,
2012,,71254,35131,36123,,,,,,,,,,
2012,,41917,21119,20798,,,,,,,,,,
2012,,48309,23916,24393,,,,,,,,,,
2012,,41574,20224,21350,,,,,,,,,,
2012,,27632,13781,13851,,,,,,,,,,
2012,,34271,16719,17552,,,,,,,,,,
2012,,25737,13062,12675,,,,,,,,,,
2012,,50705,25203,25502,,,,,,,,,,
2012,,12398,6167,6231,,,,,,,,,,
2012,,62476,31018,31458,,,,,,,,,,
2012,,47280,23540,23740,,,,,,,,,,
2012,,22345,11233,11112,,,,,,,,,,
2012,,10801,5401,5400,,,,,,,,,,
2012,,28692,13952,14740,,,,,,,,,,
2012,,,,,,,,,,,,,,
2012,,21608,10921,10687,,,,,,,,,,
2012,,15066,7699,7367,,,,,,,,,,
2012,,38067,18730,19337,,,,,,,,,,
2012,,10334,4958,5376,,,,,,,,,,
2012,,26991,13464,13527,,,,,,,,,,
2012,,55265,27526,27739,,,,,,,,,,
2012,,19467,9661,9806,,,,,,,,,,
2012,,20664,10153,10511,,,,,,,,,,
2012,,95321,46727,48594,,,,,,,,,,
2012,,118748,57848,60900,,,,,,,,,,
2012,,26706,12883,13823,,,,,,,,,,
2012,,72405,34620,37785,,,,,,,,,,
2012,,75312,37546,37766,,,,,,,,,,
2012,,36462,18443,18019,,,,,,,,,,
2012,,28905,14157,14748,,,,,,,,,,
2012,,10895,5438,5457,,,,,,,,,,
2012,,45770,22704,23066,,,,,,,,,,
2012,,22511,11087,11424,,,,,,,,,,
2012,,33263,16320,16943,,,,,,,,,,
2012,,23071,11424,11647,,,,,,,,,,
2012,,14050,7155,6895,,,,,,,,,,
2012,,10366,5284,5082,,,,,,,,,,
2012,,22673,11395,11278,,,,,,,,,,
2012,,24022,12120,11902,,,,,,,,,,
2012,,24095,12037,12058,,,,,,,,,,
2012,,31849,15603,16246,,,,,,,,,,
2012,,121050,58231,62819,,,,,,,,,,
2012,,10413,5339,5074,,,,,,,,,,
2012,,43117,21916,21201,,,,,,,,,,
2012,,19430,9553,9877,,,,,,,,,,
2012,,,,,,,,,,,,,,
2012,,32573,15919,16654,,,,,,,,,,
2012,,18225,9235,8990,,,,,,,,,,
2012,,33558,16739,16819,,,,,,,,,,
2012,,,,,,,,,,,,,,
2012,,36522,18195,18327,,,,,,,,,,
2012,,,,,,,,,,,,,,
2012,,35043,17468,17575,,,,,,,,,,
2012,,13601,6809,6792,,,,,,,,,,
2012,,7874,3922,3952,,,,,,,,,,
2012,,22614,11227,11387,,,,,,,,,,
2012,,16771,8443,8328,,,,,,,,,,
2012,,11930,5999,5931,,,,,,,,,,
2012,,60720,30060,30660,,,,,,,,,,
2012,,26974,13649,13325,,,,,,,,,,
2012,,40126,19972,20154,,,,,,,,,,
2012,,165182,79080,86102,,,,,,,,,,
2012,,,,,,,,,,,,,,
2012,,30955,15342,15613,,,,,,,,,,
2012,,46342,23452,22890,,,,,,,,,,
2012,,25517,12836,12681,,,,,,,,,,
2012,,15648,7888,7760,,,,,,,,,,
2012,,26609,13125,13484,,,,,,,,,,
2012,,15644,7712,7932,,,,,,,,,,
2012,,22788,10950,11838,,,,,,,,,,
2012,,17861,9051,8810,,,,,,,,,,
2012,,25775,12698,13077,,,,,,,,,,
2012,,39095,19331,19764,,,,,,,,,,
2012,,22716,11453,11263,,,,,,,,,,
2012,,32176,16074,16102,,,,,,,,,,
2012,,17659,8922,8737,,,,,,,,,,
2012,,17380,8698,8682,,,,,,,,,,
2012,,7966,3951,4015,,,,,,,,,,
2012,,30005,15294,14711,,,,,,,,,,
2012,,54006,26608,27398,,,,,,,,,,
2012,,25858,12940,12918,,,,,,,,,,
2012,,9097,4449,4648,,,,,,,,,,
2012,,11393,5771,5622,,,,,,,,,,
2012,,29952,14945,15007,,,,,,,,,,
2012,,84639,42280,42359,,,,,,,,,,
2012,,23415,11504,11911,,,,,,,,,,
2012,,39839,19892,19947,,,,,,,,,,
2012,,13232,6452,6780,,,,,,,,,,
2012,,9850,4851,4999,,,,,,,,,,
2012,,46269,22994,23275,,,,,,,,,,
2012,,32032,15748,16284,,,,,,,,,,
2012,,43271,21970,21301,,,,,,,,,,
2012,,12868,6452,6416,,,,,,,,,,
2012,,50103,25023,25080,,,,,,,,,,
2012,,79266,38731,40535,,,,,,,,,,
2012,,23860,11833,12027,,,,,,,,,,
2012,,36603,18328,18275,,,,,,,,,,
2012,,21704,10902,10802,,,,,,,,,,
2012,,31630,15273,16357,,,,,,,,,,
2012,,4822,2395,2427,,,,,,,,,,
2012,,12654,6461,6193,,,,,,,,,,
2012,,43612,21216,22396,,,,,,,,,,
2012,,19064,9439,9625,,,,,,,,,,
2012,,45208,21866,23342,,,,,,,,,,
2012,,37561,18665,18896,,,,,,,,,,
2012,,21092,10564,10528,,,,,,,,,,
2012,,56165,27743,28422,,,,,,,,,,
2012,,77426,38246,39180,,,,,,,,,,
2012,,616260,303769,312491,,,,,,,,,,
2012,,1514,749,765,,,,,,,,,,
2012,,22320,11169,11151,,,,,,,,,,
2012,,18653,9105,9548,,,,,,,,,,
