Perioden,Regio's,Bevolking/Bevolkingssamenstelling op 1 januari/Totale bevolking (aantal),Bevolking/Bevolkingssamenstelling op 1 januari/Geslacht/Mannen (aantal),Bevolking/Bevolkingssamenstelling op 1 januari/Geslacht/Vrouwen (aantal),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Inwoners 15 jaar of ouder (aantal),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Ongehuwd (in % van  inwoners 15 jaar of ouder),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Gehuwd (in % van  inwoners 15 jaar of ouder),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Gescheiden (in % van  inwoners 15 jaar of ouder),Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Verweduwd (in % van  inwoners 15 jaar of ouder),Landbouw/Graasdieren/Rundvee (aantal),Landbouw/Graasdieren/Schapen (aantal),Lokalisering/Gemeenten (aantal),Lokalisering/Wijken (aantal),Lokalisering/Buurten (aantal)
2013,,50346,24911,25435,,,,,,,,,,
2013,,15740,7861,7879,,,,,,,,,,
2013,,12321,6163,6158,,,,,,,,,,
2013,,14443,7231,7212,,,,,,,,,,
2013,,149622,74002,75620,,,,,,,,,,
2013,,26953,13502,13451,,,,,,,,,,
2013,,16593,7954,8639,,,,,,,,,,
2013,,13538,6742,6796,,,,,,,,,,
2013,,21262,10777,10485,,,,,,,,,,
2013,,61420,29678,31742,,,,,,,,,,
2013,,32405,15946,16459,,,,,,,,,,
2013,,123092,60284,62808,,,,,,,,,,
2013,,8122,4018,4104,,,,,,,,,,
2013,,18699,9317,9382,,,,,,,,,,
2013,,40779,20240,20539,,,,,,,,,,
2013,,21241,10894,10347,,,,,,,,,,
2013,,47240,23066,24174,,,,,,,,,,
2013,,22139,11211,10928,,,,,,,,,,
2013,,44610,21645,22965,,,,,,,,,,
2013,,122562,59916,62646,,,,,,,,,,
